date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:52:52	1136/1136	---MCZ	200	added ('OK')	application/javascript	etag:W/%227bf-53c60e7bcf280-gzip%22	http://www.vasterad.com/themes/sphene/scripts/jquery.stacktable.js	D:/websites/resume/www.vasterad.com/themes/sphene/scripts/jquery.stacktable.js	(from http://www.vasterad.com/themes/sphene/index-resume-cv.html)
11:52:52	2405/2405	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f25-53c8b2a753b80-gzip%22	http://www.vasterad.com/themes/sphene/scripts/jquery.contact-form.js	D:/websites/resume/www.vasterad.com/themes/sphene/scripts/jquery.contact-form.js	(from http://www.vasterad.com/themes/sphene/index-resume-cv.html)
11:52:52	11321/11321	---MCZ	200	added ('OK')	application/javascript	etag:W/%224188-53c60e79e6e00-gzip%22	http://www.vasterad.com/themes/sphene/scripts/jquery.jpanelmenu.js	D:/websites/resume/www.vasterad.com/themes/sphene/scripts/jquery.jpanelmenu.js	(from http://www.vasterad.com/themes/sphene/index-resume-cv.html)
11:52:52	5369/5369	---M-Z	200	added ('OK')	application/javascript	etag:%2214f9-53c60e770a740-gzip%22	http://www.vasterad.com/themes/sphene/scripts/headroom.min.js	D:/websites/resume/www.vasterad.com/themes/sphene/scripts/headroom.min.js	(from http://www.vasterad.com/themes/sphene/index-resume-cv.html)
11:52:53	8110/8110	---MCZ	200	added ('OK')	application/javascript	etag:W/%222059-53c60e7db7700-gzip%22	http://www.vasterad.com/themes/sphene/scripts/modernizr.custom.js	D:/websites/resume/www.vasterad.com/themes/sphene/scripts/modernizr.custom.js	(from http://www.vasterad.com/themes/sphene/index-resume-cv.html)
11:52:53	5836/5836	---MCZ	200	added ('OK')	application/javascript	etag:W/%2226e9-53c60e7eab940-gzip%22	http://www.vasterad.com/themes/sphene/scripts/puregrid.js	D:/websites/resume/www.vasterad.com/themes/sphene/scripts/puregrid.js	(from http://www.vasterad.com/themes/sphene/index-resume-cv.html)
11:52:53	15702/15702	---MCZ	200	added ('OK')	application/javascript	etag:W/%223d56-53c60e770a740-gzip%22	http://www.vasterad.com/themes/sphene/scripts/flexibility.js	D:/websites/resume/www.vasterad.com/themes/sphene/scripts/flexibility.js	(from http://www.vasterad.com/themes/sphene/index-resume-cv.html)
11:52:54	19705/19705	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2015%20Feb%202017%2017:54:17%20GMT	http://www.vasterad.com/themes/sphene/scripts/custom.js	D:/websites/resume/www.vasterad.com/themes/sphene/scripts/custom.js	(from http://www.vasterad.com/themes/sphene/index-resume-cv.html)
11:52:54	30049/30049	---M-Z	200	added ('OK')	application/javascript	etag:%227561-53c894c4f3a00-gzip%22	http://www.vasterad.com/themes/sphene/scripts/jquery.fullPage.min.js	D:/websites/resume/www.vasterad.com/themes/sphene/scripts/jquery.fullPage.min.js	(from http://www.vasterad.com/themes/sphene/index-resume-cv.html)
11:52:54	3949/3949	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f6d-53c894c5e7c40-gzip%22	http://www.vasterad.com/themes/sphene/scripts/typed.js	D:/websites/resume/www.vasterad.com/themes/sphene/scripts/typed.js	(from http://www.vasterad.com/themes/sphene/index-resume-cv.html)
11:52:55	28200/28200	---MCZ	200	added ('OK')	text/css	date:Tue,%2013%20Sep%202016%2010:16:11%20GMT	http://www.vasterad.com/themes/sphene/css/bootstrap.css	D:/websites/resume/www.vasterad.com/themes/sphene/css/bootstrap.css	(from http://www.vasterad.com/themes/sphene/css/style.css)
11:52:56	123189/123189	---MCZ	200	added ('OK')	text/css	etag:W/%22241ec-53c60e6d810c0-gzip%22	http://www.vasterad.com/themes/sphene/css/icons.css	D:/websites/resume/www.vasterad.com/themes/sphene/css/icons.css	(from http://www.vasterad.com/themes/sphene/css/style.css)
11:52:56	28035/28035	---MCZ	200	added ('OK')	text/css	date:Tue,%2013%20Sep%202016%2010:16:12%20GMT	http://www.vasterad.com/themes/sphene/css/revolutionslider.css	D:/websites/resume/www.vasterad.com/themes/sphene/css/revolutionslider.css	(from http://www.vasterad.com/themes/sphene/css/style.css)
11:52:57	16233/16233	---M--	200	added ('OK')	image/png	etag:%223f69-53b8cdbe17780%22	http://www.vasterad.com/themes/sphene/images/loading.png	D:/websites/resume/www.vasterad.com/themes/sphene/images/loading.png	(from http://www.vasterad.com/themes/sphene/css/style.css)
11:52:58	17284/17284	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%224384-53b8cd99da200%22	http://www.vasterad.com/themes/sphene/fonts/fontello.eot?31771571	D:/websites/resume/www.vasterad.com/themes/sphene/fonts/fontello0bee.eot	(from http://www.vasterad.com/themes/sphene/css/style.css)
11:52:59	11068/11068	---M--	200	added ('OK')	application/x-font-woff	etag:%222b3c-53b8cd9bc2680%22	http://www.vasterad.com/themes/sphene/fonts/fontello.woff?31771571	D:/websites/resume/www.vasterad.com/themes/sphene/fonts/fontello0bee.woff	(from http://www.vasterad.com/themes/sphene/css/style.css)
11:53:00	17108/17108	---M--	200	added ('OK')	application/x-font-ttf	etag:%2242d4-53b8cd9ace440%22	http://www.vasterad.com/themes/sphene/fonts/fontello.ttf?31771571	D:/websites/resume/www.vasterad.com/themes/sphene/fonts/fontello0bee.ttf	(from http://www.vasterad.com/themes/sphene/css/style.css)
11:53:01	20100/20100	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224e84-53b8cd9ace440%22	http://www.vasterad.com/themes/sphene/fonts/fontello.svg?31771571	D:/websites/resume/www.vasterad.com/themes/sphene/fonts/fontello0bee.svg	(from http://www.vasterad.com/themes/sphene/css/style.css)
11:53:01	1772/1772	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Nov%202018%2006:23:02%20GMT	http://www.vasterad.com/themes/sphene/images/alert_boxes_close_ico.png	D:/websites/resume/www.vasterad.com/themes/sphene/images/alert_boxes_close_ico.2b.delayed	(from http://www.vasterad.com/themes/sphene/css/style.css)
11:53:02	1772/1772	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Nov%202018%2006:23:03%20GMT	http://www.vasterad.com/themes/sphene/images/bg/squared_metal.png	D:/websites/resume/www.vasterad.com/themes/sphene/images/bg/squared_metal.2c.delayed	(from http://www.vasterad.com/themes/sphene/css/style.css)
11:53:03	1772/1772	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Nov%202018%2006:23:04%20GMT	http://www.vasterad.com/themes/sphene/images/bg/retina_wood.png	D:/websites/resume/www.vasterad.com/themes/sphene/images/bg/retina_wood.2d.delayed	(from http://www.vasterad.com/themes/sphene/css/style.css)
11:53:04	1772/1772	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Nov%202018%2006:23:05%20GMT	http://www.vasterad.com/themes/sphene/images/bg/brushed_alu.png	D:/websites/resume/www.vasterad.com/themes/sphene/images/bg/brushed_alu.2e.delayed	(from http://www.vasterad.com/themes/sphene/css/style.css)
11:53:05	1772/1772	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Nov%202018%2006:23:05%20GMT	http://www.vasterad.com/themes/sphene/images/bg/crisp_paper_ruffles.png	D:/websites/resume/www.vasterad.com/themes/sphene/images/bg/crisp_paper_ruffles.2f.delayed	(from http://www.vasterad.com/themes/sphene/css/style.css)
11:53:06	1772/1772	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Nov%202018%2006:23:06%20GMT	http://www.vasterad.com/themes/sphene/images/bg/navy_blue.png	D:/websites/resume/www.vasterad.com/themes/sphene/images/bg/navy_blue.30.delayed	(from http://www.vasterad.com/themes/sphene/css/style.css)
11:53:07	1772/1772	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Nov%202018%2006:23:07%20GMT	http://www.vasterad.com/themes/sphene/images/bg/bedge_grunge.png	D:/websites/resume/www.vasterad.com/themes/sphene/images/bg/bedge_grunge.31.delayed	(from http://www.vasterad.com/themes/sphene/css/style.css)
11:53:08	1772/1772	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Nov%202018%2006:23:08%20GMT	http://www.vasterad.com/themes/sphene/images/bg/diamond_upholstery.png	D:/websites/resume/www.vasterad.com/themes/sphene/images/bg/diamond_upholstery.32.delayed	(from http://www.vasterad.com/themes/sphene/css/style.css)
11:53:08	1772/1772	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Nov%202018%2006:23:09%20GMT	http://www.vasterad.com/themes/sphene/images/bg/shattered.png	D:/websites/resume/www.vasterad.com/themes/sphene/images/bg/shattered.33.delayed	(from http://www.vasterad.com/themes/sphene/css/style.css)
11:53:09	1772/1772	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Nov%202018%2006:23:10%20GMT	http://www.vasterad.com/themes/sphene/images/bg/light_toast.png	D:/websites/resume/www.vasterad.com/themes/sphene/images/bg/light_toast.34.delayed	(from http://www.vasterad.com/themes/sphene/css/style.css)
11:53:10	1772/1772	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Nov%202018%2006:23:11%20GMT	http://www.vasterad.com/themes/sphene/images/bg/noise_pattern_with_crosslines.png	D:/websites/resume/www.vasterad.com/themes/sphene/images/bg/noise_pattern_with_crosslines.35.delayed	(from http://www.vasterad.com/themes/sphene/css/style.css)
11:53:11	1772/1772	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Nov%202018%2006:23:11%20GMT	http://www.vasterad.com/themes/sphene/images/bg/purty_wood.png	D:/websites/resume/www.vasterad.com/themes/sphene/images/bg/purty_wood.36.delayed	(from http://www.vasterad.com/themes/sphene/css/style.css)
11:53:12	1772/1772	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Nov%202018%2006:23:12%20GMT	http://www.vasterad.com/themes/sphene/images/bg/subtle_stripes.png	D:/websites/resume/www.vasterad.com/themes/sphene/images/bg/subtle_stripes.37.delayed	(from http://www.vasterad.com/themes/sphene/css/style.css)
11:53:13	1772/1772	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Nov%202018%2006:23:13%20GMT	http://www.vasterad.com/themes/sphene/images/bg/textured_stripes.png	D:/websites/resume/www.vasterad.com/themes/sphene/images/bg/textured_stripes.38.delayed	(from http://www.vasterad.com/themes/sphene/css/style.css)
11:53:13	1772/1772	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Nov%202018%2006:23:14%20GMT	http://www.vasterad.com/themes/sphene/images/bg/tileable_wood_texture.png	D:/websites/resume/www.vasterad.com/themes/sphene/images/bg/tileable_wood_texture.39.delayed	(from http://www.vasterad.com/themes/sphene/css/style.css)
11:53:14	1772/1772	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Nov%202018%2006:23:15%20GMT	http://www.vasterad.com/themes/sphene/images/bg/stardust.png	D:/websites/resume/www.vasterad.com/themes/sphene/images/bg/stardust.3a.delayed	(from http://www.vasterad.com/themes/sphene/css/style.css)
11:53:15	1772/1772	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Nov%202018%2006:23:15%20GMT	http://www.vasterad.com/themes/sphene/images/bg/vichy.png	D:/websites/resume/www.vasterad.com/themes/sphene/images/bg/vichy.3b.delayed	(from http://www.vasterad.com/themes/sphene/css/style.css)
11:53:16	3611/3611	---MCZ	200	added ('OK')	text/css	etag:W/%22faa-53dad2a11cf00-gzip%22	http://www.vasterad.com/themes/sphene/css/colors/blue.css	D:/websites/resume/www.vasterad.com/themes/sphene/css/colors/blue.css	(from http://www.vasterad.com/themes/sphene/index.html)
11:53:16	16574/16574	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Sep%202016%2012:01:17%20GMT	http://www.vasterad.com/themes/sphene/index-agency.html	D:/websites/resume/www.vasterad.com/themes/sphene/index-agency.html	(from http://www.vasterad.com/themes/sphene/index.html)
11:53:17	35270/35270	---MCZ	200	added ('OK')	text/html	date:Tue,%2020%20Sep%202016%2013:25:45%20GMT	http://www.vasterad.com/themes/sphene/index-classic.html	D:/websites/resume/www.vasterad.com/themes/sphene/index-classic.html	(from http://www.vasterad.com/themes/sphene/index.html)
11:53:18	29028/29028	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Sep%202016%2012:01:04%20GMT	http://www.vasterad.com/themes/sphene/index-corporate.html	D:/websites/resume/www.vasterad.com/themes/sphene/index-corporate.html	(from http://www.vasterad.com/themes/sphene/index.html)
11:53:19	37795/37795	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Sep%202016%2012:00:31%20GMT	http://www.vasterad.com/themes/sphene/index-shop.html	D:/websites/resume/www.vasterad.com/themes/sphene/index-shop.html	(from http://www.vasterad.com/themes/sphene/index.html)
11:53:20	9606/9606	---MCZ	200	added ('OK')	text/html	date:Thu,%2029%20Sep%202016%2022:40:59%20GMT	http://www.vasterad.com/themes/sphene/index-photography.html	D:/websites/resume/www.vasterad.com/themes/sphene/index-photography.html	(from http://www.vasterad.com/themes/sphene/index.html)
11:53:20	26158/26158	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Sep%202016%2012:00:57%20GMT	http://www.vasterad.com/themes/sphene/index-magazine-blog.html	D:/websites/resume/www.vasterad.com/themes/sphene/index-magazine-blog.html	(from http://www.vasterad.com/themes/sphene/index.html)
11:53:21	19584/19584	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Sep%202016%2010:16:01%20GMT	http://www.vasterad.com/themes/sphene/portfolio-full-width-style-2.html	D:/websites/resume/www.vasterad.com/themes/sphene/portfolio-full-width-style-2.html	(from http://www.vasterad.com/themes/sphene/index.html)
11:53:21	19561/19561	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Sep%202016%2010:16:01%20GMT	http://www.vasterad.com/themes/sphene/portfolio-full-width-style-3.html	D:/websites/resume/www.vasterad.com/themes/sphene/portfolio-full-width-style-3.html	(from http://www.vasterad.com/themes/sphene/index.html)
11:53:22	19575/19575	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Sep%202016%2010:16:02%20GMT	http://www.vasterad.com/themes/sphene/portfolio-full-width-style-4.html	D:/websites/resume/www.vasterad.com/themes/sphene/portfolio-full-width-style-4.html	(from http://www.vasterad.com/themes/sphene/index.html)
11:53:23	18702/18702	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Sep%202016%2010:15:58%20GMT	http://www.vasterad.com/themes/sphene/photo-gallery.html	D:/websites/resume/www.vasterad.com/themes/sphene/photo-gallery.html	(from http://www.vasterad.com/themes/sphene/index.html)
11:53:24	19518/19518	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Sep%202016%2010:15:59%20GMT	http://www.vasterad.com/themes/sphene/portfolio-contained-style-1.html	D:/websites/resume/www.vasterad.com/themes/sphene/portfolio-contained-style-1.html	(from http://www.vasterad.com/themes/sphene/index.html)
11:53:24	19583/19583	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Sep%202016%2010:15:59%20GMT	http://www.vasterad.com/themes/sphene/portfolio-contained-style-2.html	D:/websites/resume/www.vasterad.com/themes/sphene/portfolio-contained-style-2.html	(from http://www.vasterad.com/themes/sphene/index.html)
11:53:25	19319/19319	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Sep%202016%2010:15:59%20GMT	http://www.vasterad.com/themes/sphene/portfolio-contained-style-3.html	D:/websites/resume/www.vasterad.com/themes/sphene/portfolio-contained-style-3.html	(from http://www.vasterad.com/themes/sphene/index.html)
11:53:26	19611/19611	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Sep%202016%2010:16:00%20GMT	http://www.vasterad.com/themes/sphene/portfolio-contained-style-4.html	D:/websites/resume/www.vasterad.com/themes/sphene/portfolio-contained-style-4.html	(from http://www.vasterad.com/themes/sphene/index.html)
11:53:26	26530/26530	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Sep%202016%2010:15:58%20GMT	http://www.vasterad.com/themes/sphene/portfolio-ajax.html	D:/websites/resume/www.vasterad.com/themes/sphene/portfolio-ajax.html	(from http://www.vasterad.com/themes/sphene/index.html)
11:53:27	18727/18727	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Sep%202016%2017:28:45%20GMT	http://www.vasterad.com/themes/sphene/single-project-creative-style-1.html	D:/websites/resume/www.vasterad.com/themes/sphene/single-project-creative-style-1.html	(from http://www.vasterad.com/themes/sphene/index.html)
11:53:28	20506/20506	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Sep%202016%2017:28:45%20GMT	http://www.vasterad.com/themes/sphene/single-project-creative-style-2.html	D:/websites/resume/www.vasterad.com/themes/sphene/single-project-creative-style-2.html	(from http://www.vasterad.com/themes/sphene/index.html)
11:53:29	20356/20356	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Sep%202016%2010:16:06%20GMT	http://www.vasterad.com/themes/sphene/single-project-content-right.html	D:/websites/resume/www.vasterad.com/themes/sphene/single-project-content-right.html	(from http://www.vasterad.com/themes/sphene/index.html)
11:53:29	20199/20199	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Sep%202016%2010:16:06%20GMT	http://www.vasterad.com/themes/sphene/single-project-content-left.html	D:/websites/resume/www.vasterad.com/themes/sphene/single-project-content-left.html	(from http://www.vasterad.com/themes/sphene/index.html)
11:53:30	17384/17384	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Sep%202016%2010:16:05%20GMT	http://www.vasterad.com/themes/sphene/single-project-content-bottom.html	D:/websites/resume/www.vasterad.com/themes/sphene/single-project-content-bottom.html	(from http://www.vasterad.com/themes/sphene/index.html)
11:53:31	20070/20070	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Sep%202016%2010:16:08%20GMT	http://www.vasterad.com/themes/sphene/about-us.html	D:/websites/resume/www.vasterad.com/themes/sphene/about-us.html	(from http://www.vasterad.com/themes/sphene/index.html)
11:53:32	19663/19663	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Sep%202016%2010:16:02%20GMT	http://www.vasterad.com/themes/sphene/services-classic.html	D:/websites/resume/www.vasterad.com/themes/sphene/services-classic.html	(from http://www.vasterad.com/themes/sphene/index.html)
11:53:32	20525/20525	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Sep%202016%2012:41:52%20GMT	http://www.vasterad.com/themes/sphene/contact-creative.html	D:/websites/resume/www.vasterad.com/themes/sphene/contact-creative.html	(from http://www.vasterad.com/themes/sphene/index.html)
11:53:33	14451/14451	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Sep%202016%2010:15:47%20GMT	http://www.vasterad.com/themes/sphene/cooming-soon.html	D:/websites/resume/www.vasterad.com/themes/sphene/cooming-soon.html	(from http://www.vasterad.com/themes/sphene/index.html)
11:53:33	20515/20515	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Sep%202016%2010:15:58%20GMT	http://www.vasterad.com/themes/sphene/login-register.html	D:/websites/resume/www.vasterad.com/themes/sphene/login-register.html	(from http://www.vasterad.com/themes/sphene/index.html)
11:53:34	18475/18475	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Sep%202016%2010:16:07%20GMT	http://www.vasterad.com/themes/sphene/404.html	D:/websites/resume/www.vasterad.com/themes/sphene/404.html	(from http://www.vasterad.com/themes/sphene/index.html)
